TWEET,RELEVANT,
RT @verysmallshoes: RIBA East are holding a Project Management Course at the Future Business Centre in Cambridge next week. Details here ifâ€_,0,
"Today from 11:30 - 13:00, @Guild_One_Inc COO, Mike Gee (@mgeeforce) will share insight on Blockchain â€“ what is it aâ€_ https://t.co/RnIXHqLC5q",0,
"RT @Onlinevents_saz: BOOK YOUR EARLY BIRD PLACE Â£10 for 2.5 HOURS CPD. This is such an important topic and a great addition to your CPD Oâ€_",0,
RT @fox32news: Chicago police looking for teen who's been missing for more than two weeks https://t.co/JFmSQaaUWY https://t.co/nUzCShrZ0v,1,
!!---VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48.â€_ https://t.co/gbY4OBQn22,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
Car2go vehicle theft in Chicago probed by police https://t.co/mthU66jbrP https://t.co/vHSVQaDgL5,0,
"Heading to a congress, workshop or a meeting? Don't forget to register it in #MyCME #cmecpdportfolio #CRR #CME #CPDâ€_ https://t.co/RSqjlpwkT2",0,
"RT @ssat: And after you have listened to this podcast, you can find out more about @ssatâ€™s Embedding Formative Assessment programme and in-â€_",0,
RT @YankeeBoBo: The @Chicago_Police release docs related to the @JussieSmollett case because charges were dropped BECAUSE people deserve thâ€_,1,
RT @illuminatemics: but why are the police mobilizing like this because young people are downtown on a beautiful day during their spring brâ€_,1,
 @FreeBeacon One must ponder: Why are our Dem friends such discriminators  and why are their progressive bastions ofâ€_ https://t.co/XzqAPc4v1R,1,
Have you read this excellent blog from @educatingholmes yet?  https://t.co/Csp7ofmJgN #SLTchat #UKedchat #CPDâ€_ https://t.co/ZIRmSrC7RE,0,
RT @christiephysio: Looking forward to meeting potential @PlymUniPhysio students tomorrow at our Open Day and hopefully popping my head inâ€_,0,
RT @cakes_iam: Las Vegas @MomsDemand volunteers discussed the importance of spreading the #BeSMART message &amp; listened to a Survivor Networkâ€_,0,
"Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police: With the election of Foxx the cityâ€_ https://t.co/ZToBRZ3bhs",1,
Need a CPD boost? There are only 2 more days left to register for Spring CPD Days in Moncton! #CPAproud https://t.co/yqa9u6wOFt,0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
RT @theRCOT: Are you an RCOT member with experience in assessment and appraisal processes? Then consider becoming an RCOT Approved Learningâ€_,0,
"RT @AnnMarieRiley10: 'Since 2010, CPD budgets have been cut from Â£205m to just Â£83m a year' @drjoanne_cooper @suehaines1 @KerryJo8888 httpsâ€_",0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
RT @democracynow: Chicago Police Arrest Loyola Grad Workers Protesting Unfair Wages https://t.co/dNYLb2qL3g,1,
RT @AbbotsLeaSchool: Thanks to Mark @ResonateHub for joining our Primary team for an inspiring CPD in digital music teaching @CharangaMusicâ€_,0,
RT @cgarside: Really excited to be supporting the National Centre for Computing Education as a subject expert and signposting teachers to tâ€_,0,
RT @GlasgowSLO: Our next CPD is now open for bookings! Event code SLO3T - Our school library journey.  See and hear what @CardonaldPri  hasâ€_,0,
"RT @tvbrad: NOW: Update on car2go hack in Chicago. Iâ€™m told dozens arrested. Dozens of â€œhot carsâ€ù still missing per my popo. @cbschicagoâ€_",0,
@marycbha @Chicago_Police Yea what happened to the tooth _Ÿ_· fairy _Ÿ§_â€çâ™€ï¸è omg I just 2 toothâ€™s and I was waiting on myâ€_ https://t.co/wQByyHlEyi,0,
nobody cooperates with the police but everybody bitches about the police. way to go chicago. https://t.co/phrQrbUN2B,1,
RT @WroxhamTeaching: Our NQT Provision has gone live! Please be in contact if you would like to register. #nqt #teachingschool #cpd https:/â€_,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
'A Grave Threat to Public Safety': John Legend Calls Out Chicago Police Union in Op-Ed https://t.co/WCRTbfNCxO via @TheRoot,1,
RT @ChattanoogaPD: #ChattPD &amp; Whitfield Co SO earned 2 of 3 top awards at #USPCA Region 22 Spring Trials. CPD Ofc. Timmons &amp; #K9 Burt w/ Ovâ€_,0,
RT @ennydots: Great opportunity for #CPD today in #Sunderland. Acting through song with this dynamic duo. Did you know they have written aâ€_,0,
"RT @NBCSky5: Chicago a short pursuit involving CPD &amp; Cook Co Sheriff starts in Old Town, ends at Chicago &amp; Kingsbury #NBCSky5 Live @nbcchicâ€_",0,
RT @IEE_York: The Fabulous 20%:  Programs Proven Effective in Rigorous Research https://t.co/R5dJBkCR68 by @RobertSlavin - remember to inclâ€_,0,
ONLY ON 2: River Forest Police say aggravated robbery of a woman on the Green Line could have been avoided if Cookâ€_ https://t.co/LxL1ucgOt4,0,
"Only just hearing about this, seems like pretty big news to go unnoticed, so I'm sharing it.300 to 500 teens &amp; yoâ€_ https://t.co/zDcaZhUQPa",0,
"RT @RollingStone: Why Ava DuVernay put her producing power behind #TheRedLine, CBSâ€™ new drama about a police shooting in Chicago https://t.â€_",0,
"RT @MrSmithRE: NEU: 'CPD is bollocks'NASUWT: 'We should fight for our CPD, for more subject-specific CPD, for CPD that meets our needs' htâ€_",0,
@BlountBeats CPD or PCS?,0,
"RT @SDrizin: In Chicago, police scripted false confessions to make murders seem like they were committed by ""gangs"" in the drug trade. In tâ€_",1,
"@cspanwj @KristenClarkeJD @LawyersComm Hey Kristen.....How is your buddy Jussie doing?  Have you apologized to thâ€_ https://t.co/7nCSp6eOvI",0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
"RT @ChipMitchell1: BREAKING: U.S. Drug Enforcement Administration and Chicago Police question ""person of interest"" about heroin-fentanyl diâ€_",1,
"RT @johnaronno: Hate do be a downer, but there's a reason all those controversial nominees got approved. #akleg  https://t.co/L7zHaOfjV7 htâ€_",0,
RT @Becca_Knowles_: Currently preparing a packed agenda for our next @Csp_Eoe Core Group meeting next week! Donâ€™t forget to follow @Csp_Eoeâ€_,0,
"RT @JLPtalk: No home training = no respect for authority. Lock 'em up!: Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeâ€_",1,
"RT @soledadobrien: Hi, person who writes (and is paid for by) the @nytimes:  the President was not exonerated. Yeesh. https://t.co/sdPlt2â€_",0,
"@TonyBrunoShow @davidhogg111 What's your point here? That something bad happened to a cop(s) in Chicago, so a totalâ€_ https://t.co/goOv87ezAz",1,
@mrsherlihymaths fancy a holiday and cpd? https://t.co/Dh440VWC2N,0,
Thank you to @DonheadPrep for hosting an interesting day and sharing best practice with colleagues inâ€_ https://t.co/J15xmgtRtY,0,
"RT @OpogoEducation: Looking to develop your internal culture and professional CPD support in your school?Join @TeacherToolkit in his onliâ€_",0,
Went to see Curtistine Deloney who is hospitalized after a surgery. She is doing well. She did not want to eat herâ€_ https://t.co/AfFjXuXh3S,0,
UPDATE: Police sources say that five human hearts may have been found behind a Loop building https://t.co/hvigIpuKrJ https://t.co/NXCJCseqzL,0,
RT @creedcnw: Really glad to be part of the @MacranaFeirme @MacraSkillnet launch today. CPD is an important part of life in all careers inâ€_,0,
RT @AltThesis: BPD sounds about as garbage as Chicago Police. Further proof that police do not care about rape or women and why they need tâ€_,1,
"RT @cbschicago: DATING APP DANGER: Several women say they've been stalked by the same guy on an online dating app. Now, police are lookingâ€_",0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
RT @nbcchicago: UPDATE: Police sources say that five human hearts may have been found behind a Loop building https://t.co/hvigIpuKrJ https:â€_,0,
RT @glenysjones: Questions below from @AfNutr for tonights #AfNutrChat on protein. #RNutr #ANutr chat starts at 8pm using hashtag #NutrPRO.â€_,0,
April 23 Another â€˜use and applyâ€™ learning activity. This time itâ€™s algebraic expressions and straight line graphs!â€_ https://t.co/EtNA8bPabY,0,
"Calling all South Coast Club there are workshops in the region why not check them out _Ÿ˜_ https://t.co/hjS6xtw1pHGâ€_ https://t.co/HkGylHxDoz",0,
"RT @Ch2KTUU: The Anchorage Climate Action plan has been completed, setting a blueprint for how the city will adapt to and attempt to mitigaâ€_",0,
"RT @tvbrad: NOW: Update on car2go hack in Chicago. Iâ€™m told dozens arrested. Dozens of â€œhot carsâ€ù still missing per my popo. @cbschicagoâ€_",1,
"RT @FrancesHChild: Our *NEW* MEd Educational Leadership (Degree Apprenticeship route) offers aspiring senior leaders funded, rigorous, evidâ€_",0,
"Bring Back the Inheritance Tax by @ALeighMP Labor MPhttps://t.co/T18jsY8x25Will ensure more people dump assets anâ€_ https://t.co/w8oXmIfvC6",0,
"RT @Bananarchy666: To the â€œChicago teens, â€œwildingâ€ù disobeying police, and blocking trafficâ€ù. https://t.co/t7kJYqkTtZ",1,
"RT @Retorogeemu2018: @RaferWeigel @Chicago_Police Innocent people don't agree to community service and forfeit their bond.So #JussieSmollâ€_",1,
@fouch_von @RealMattCouch @realDonaldTrump Can the Chicago Police Dept add a Class Action Suit? @Chicago,1,
RT @ChicagoCAPS09: The final day of 9th districts Spring Break out for our youth @ Roosevelt University. Thank you to all of our volunteersâ€_,0,
RT @vetcpd: Vets! Keep your cardiology knowledge updated! Sign up for VetCPDâ€™s â€˜Approach to small animal cardiologyâ€™ online CPD course thatâ€_,0,
"Thursday structures question, what is this?  #cpd #structures https://t.co/bLcizNIKWV https://t.co/YMdpUKru0u",0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
RT @GuidelinesLive: We're delighted that @SoarBeyondLtd &amp; @i2iPharmacist will be collaborating and supporting clinical content especially fâ€_,0,
"RT @trainingVDS: We would love your #ThursdayThoughtsFill in our first ever survey to help us create CPD &amp; support tools that help you witâ€_",0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @TeachingEnglish: A fascinating report that looks at innovation in English Language Teacher education. Itâ€™s based on bottom-up, grass roâ€_",0,
We are constantly adding new and exciting events to our list. Here is just some of the things our events can offer.â€_ https://t.co/GU1wcCUm7M,0,
RT @CODE_UK: Not long now until the CODE Compliance Update Day in Birmingham on 3rd May! The day provides 6 hours verifiable CPD and is anâ€_,0,
RT @Well_Regulated_: Members of our well regulated militia fire their handgun while cleaning it in their apartment. They fire through a walâ€_,0,
NPQML AND NPQSL JANUARY 2019 ENJOY THEIR NEXT F2F SESSIONS https://t.co/epMJlIj5rJ #CPD #Collaboration #NPQs #NPQSLâ€_ https://t.co/725M9DErrH,0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
@RheaFlohr @MrTullock @Office365 @Showbie @ZAGGdaily Only positive. @Office365 was crucial for our setting as wasâ€_ https://t.co/N3tmIr1LlB,0,
RT @nbcchicago: UPDATE: Police sources say that five human hearts may have been found behind a Loop building https://t.co/hvigIpuKrJ https:â€_,0,
RT @lawdragon_news: Top plaintiffsâ€™ lawyer Tim Cavanagh of @Cavanagh_Law has earned hundreds of millions of dollars for clients and helpedâ€_,0,
RT @ConwayPolice: Your CPD worked with @UnionPacific for UP Cares R/R crossing enforcement program.  Some officers rode the train &amp; some weâ€_,0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
RT @cbschicago: Police: Man Beat Neighbor To Death WithÂ Lamp https://t.co/MH6EGMR82l https://t.co/nseSPhIeS7,1,
A CPD officer and his son were shot Monday morning in Clermont Co. https://t.co/iLrri2mLBF https://t.co/awPvVJm9g6,1,
RT @cbschicago: Lawyers representing Chicago police officers say Kim Foxx is being sued for an alleged connection to an activist known forâ€_,1,
@deray This has been done to death. Pay the city back. Revamp his career. Move on. CPD needs an overhaul. Letâ€™s focus on that,1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @PhilippeReines: 20/The point I could have made in far fewer than 20 tweets is that you donâ€™t need every member of an organization toâ€_",0,
@OTalk_ I'll be qualifying in just a few weeks &amp; need to think about evidencing ongoing CPD. Wasn't sure quite howâ€_ https://t.co/H6cAbUPsG6,0,
RT @WinWithoutWar: How do struggles against huge police budgets in Chicago and against US support for Saudi-led war in Yemen in Congress coâ€_,1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @ColorOfChange: Police are trying to force Kim Foxx, Chicago's first Black Woman State's Attorney, to resign b/c of her commitment to deâ€_",1,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculuâ€_",0,
"RT @RepAdamSchiff: The Mueller report includes the results of the criminal probe, but not the findings of the counterintelligence investigaâ€_",0,
"RT @USATODAY: Police believe that the girl was being taken to Chicago for sex trafficking.   https://t.co/vOMsn1lbqq",0,
"@catm4w Omg, same. Worked in classrooms for years and every time we did CPD Iâ€™d have to look it up again.",0,
"RT @CPDEnforcers: With the #nfldraft coming up tonight, we would like to recognize former and current @cpdenforcers who have had stints witâ€_",0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",2,
@Strickomaster Does â€˜invest in staff CPDâ€™ mostly mean â€˜get teaching and learning rightâ€™?,0,
@Lyndab08 Some are just hanging out. Some are getting into fights with each other or random people who did nothingâ€_ https://t.co/2sjI8deYTc,0,
"RT @johnpavlovitz: It's about my disbelief at your sudden tolerance for his infidelity, cruelty, intellectual ignorance, immorality, disresâ€_",0,
RT @MrAndyNgo: Racist white men in Chicago attacked black gay actor and said â€œThis is MAGA countryâ€ù? Media/activists who are out for bloodâ€_,1,
RT @DrRJKavanagh: So it turns out the Chicago Police Department lied when they said two police officers didn't push &amp; drag a 16-year-old giâ€_,1,
RT @shestokas: #KimFoxx allowed probation for convicted killer rather than 30 year sentence. Victim's family wants to know why son's killerâ€_,0,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculuâ€_",0,
"RT @lollybowean: Why canâ€™t Black teens go to downtown Chicago? Instead of assuming there will be trouble and deploying police, The next timâ€_",1,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
RT @CAFODSchools: Looking for new free CPD? Register now for one of our #ConnectingClassrooms courses https://t.co/0q0COCbmb0 https://t.co/â€_,0,
"Starting Monday - an online CPD course perfect for aspiring #script writers, editors &amp; developers looking for job oâ€_ https://t.co/ADy3UrgqTZ",0,
@BearsOutreach @HSASouthwest @ChicagoCAPS09 @ChicagoBears @Chicago_Police @NFLLegends @advocatehealth @AdvocateKidsâ€_ https://t.co/58PuOztrf7,0,
"The fact of the matter is, the CPD has a history of being â€œunruly,â€ù and the first thing that comes to mind is the aâ€_ https://t.co/VYZFc99tu8",0,
"RT @steelers: That first look at your new home. _Ÿ˜ç#SteelersDraft | @_Dbush11 https://t.co/xYZ7w9WNAc",0,
"""Chicago, Illinois. Shore patrol and military police at the Union Station"" Photo by Jack Delano. January 1943. https://t.co/GpruOjQx6d",0,
"@Xris32 @BarbaraBleiman @amymayforrester @eyemenakis @Miss_Snuffy Of course, and I'm sure that there are unethicalâ€_ https://t.co/S8CgFtu2Bh",0,
We are delighted to welcome Dr Jo North from The Big Bang Partnership as a confirmed speaker for our Best Practiceâ€_ https://t.co/nqFBYA0sjS,0,
RT @A_New_Direction: Our #CulturalLeadershipCommunity #CPD programme is designed to develop teachers' leadership skills &amp; understanding ofâ€_,0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
"RT @SarahMundy15: @Girl2watch @TalbertSwan @RahmEmanuel @GMA @Chicago_Police @JussieSmollett Disgusting !! Thereâ€™s no excuse for this , notâ€_",1,
RT @leicscrc: Just 3 spaces on TOMORROW NIGHTS Kids First Refereeing Children CPD at @LFRFC 18:30 - 21:30. Email timwestwood@rfu.com if youâ€_,0,
@JonSeda @NBCChicagoPD @NBCChicagoFire @NBCChicagoMed @chicagojustice @WolfEnt @nbc Why are u stop working in cpd,1,
CPD has made an arrest in the robbery of the Citizens Bank from Thruway plaza on  April 18th.  He was taken into cuâ€_ https://t.co/iTipBBPSDc,1,
"RT @UrbaniteAlaska: So let me get this straight. Dunleavy is putting people into office that are pro-Pebble, pro-pollution, pro farmed saâ€_",0,
"#DEVELOPING: Crystal Lake, Illinois Police and the FBI charge parents of 5 year old A.J Freund with murder after hiâ€_ https://t.co/6u1rd3SrLN",0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
RT @Well_Regulated_: Members of our well regulated militia fire their handgun while cleaning it in their apartment. They fire through a walâ€_,0,
RT @Thehappyheadt: Iâ€™m looking to have a staff CPD shelf in the staffroom. I want to buy some new books that would benefit. What would youâ€_,0,
Looks like I had a mass walk off....I really didn't! #education #changingbehaviour #CPD https://t.co/rtrUBT3YUi,0,
God help the City of Chicago and the CPD. It's a warm night and only April and and young people are in Loop going câ€_ https://t.co/NsocEaUaRi,1,
RT @LMUCareers: The final deadline to submit your application for Summer Internship Funding is today at 11:59 p.m. CPD offers grant awardsâ€_,0,
RT @fox32news: MISSING GIRL: Police are asking for help in finding a 15-year-old girl who went missing from Chicago. Let's get her photo ciâ€_,0,
"RT @Everytown: The Florida Senate passed a bill that would allow for the arming of teachers, but @MomsDemand volunteers are out in full forâ€_",0,
"With the content agenda almost finalised for the CPD certified Assets &amp; Estates Management theatre at #PSS19, takeâ€_ https://t.co/URvJIA2qOS",0,
RT @emma_r_andrew: Some truly impressive enquiries now being finished this year. If you like the idea of choosing your own focus for year-lâ€_,0,
RT @chicagotribune: A Chicago man knew his pregnant daughter would not make it to the hospital in time to give birth to his grandchild. Soâ€_,0,
"RT @dez_holmes: Hi @ADCStweets and @PCFSWNetwork colleagues - have you nominated participants for Wave 2 of the PSDP yet?High-quality, eviâ€_",0,
RT @PeacefulStreets: Top cop admits some officers â€˜look the other wayâ€™ at police misconduct. And by some he means every fucking cop. #ACABâ€_,1,
----! VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48.â€_ https://t.co/Crlmi8wk5m,0,
RT @Lizzie_OT: @OTalk_ Any opportunities or experiences that develop our professional knowledge and skills as Occupational Therapists #OTalâ€_,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @JamilSmith: THE RED LINE, a new CBS limited series premiering Sunday, examines the aftermath of a white Chicago cop killing an unarmedâ€_",0,
Done for you CPD â€“ weekly briefings makes keeping up-to-date easy - see how people use The Oxford Review research bâ€_ https://t.co/6SmC9b17KS,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
Did you know we offer CIBSE approved CPD's? The one hour seminars are free of charge and convenient as we come to yâ€_ https://t.co/HjfIPWYvHn,0,
"RT @narceducator: The white collar narcissistic psychopath can not stand up to scrutiny, accountability or exposure because of his exploitiâ€_",0,
"@walestudor Iâ€™d take him for the rest of his career, if he gets us promoted he could be a Wxm legend",0,
@AllModConz @TalbertSwan @Chicago_Police Whatâ€™s the murder count among young black men so far this year in Chicago?,1,
@AndrewPollackFL @RyanAFournier @bluelivesmtr @davidhogg111 .... GO GET ALL THE GUNS OUT OF #CHICAGO WHERE THOUSANDâ€_ https://t.co/HMfWEOegkv,0,
Sign up on Falkirk CPD manager._Ÿ˜‰ https://t.co/5pTJgxMte2,0,
"Our #copywriting course teaches you to write original, persuasive and engaging copy that gets results...â€_ https://t.co/91eAThrr0j",0,
fuck cpd https://t.co/hEX8DsJVkR,1,
@larryelder @venusnbella Teens in Chicago fighting police show Chicago is all about disrespect for law enforcementâ€_ https://t.co/rgu2WMy3pi,1,
Thanks to @alicialynch1992 for delivering tonightâ€™s online CPD session! Such a great way to keep updated as a teamâ€_ https://t.co/SmS6yo94bm,0,
"RT @Phil_Sanchez: Cook County Stateâ€™s Attorney Kim Foxx Recuses Herself From Battery Case Against Activist Jedidiah Brown, Who Took Selfieâ€_",0,
RT @SPOTNEWSonIG: 83/Stony: a white Malibu took off on CPD and the driver was nice enough to leave his ID behind. #ChicagoScanner,0,
"RT @MsBClarke: The summer term begins, pleased to be CAS National Community Manager, NCCE CPD facilitator and a part of the NCCE. Letâ€™s groâ€_",0,
"The cast off @EmpireFOX pens a letter supporting @JussieSmollett.I've never watched it, and this is disgusting.Maâ€_ https://t.co/gAt6BmscDD",0,
RT @SheesCreative: Great meeting on Friday @TheSill. What a stunning venue in the World Heritage Site @NlandNP. Delighted to visit after Iâ€_,0,
When was the last time you did something for your own professional development? Check out our PPC courses if you faâ€_ https://t.co/iSsHl43SJ8,0,
RT @southcentralslp: I hope you can join @withoutwallsjle for the #Bucks #Primary #Science Conference on Tuesday 18th June at Disraeli Primâ€_,0,
"RT @QIFUNdamentals: Great news! Our #QIHikers course has been so well received, we're running all four mini-courses again from May to Augusâ€_",0,
Are we even surprised? @SAKimFoxx has been a known anything anti police supporter for years... Time to strip her prâ€_ https://t.co/LF09MwtA8l,1,
Will you be joining us for the final SLL #LightBytes of the current series in London on 9May? Take a look at the toâ€_ https://t.co/JZoG6LGPLH,0,
@marycbha @Chicago_Police Ok then big spender lasagna not cheap to make boo well at least mind not.,0,
"RT @sahluwal: Chicago police kicked, tased, &amp; dragged a 16 year-old black girl down a flight of stairs at Marshall HS after she refused toâ€_",1,
RT @ohmsv1: @dkennycpd @ChicagoOEMC @SPOTNEWSonIG @Chicago_Police @CFDMedia Thank you ! https://t.co/eHbTtJOjaQ,0,
Public Enemy - #911IsAJoke  (1990) https://t.co/eRTz5vXzYW via @YouTube @MrChuckD @Chicago_Police @PublicEnemyFTP Câ€_ https://t.co/5z7xGxrzpj,1,
"RT @cbschicago: Investigators removed a shovel, a mattress, and other evidence from the family home of missing Crystal Lake 5-year-old Andrâ€_",0,
Kim Foxxâ€™s Alleged Connection To Chicago Activist Jedidiah Brown Targeted In Police Lawsuit â€“ CBS Chicago https://t.co/x3yRgHIq3z,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"""BODY OF MISSING BOY FOUND: Police sources tell our sister station, Fox 32 Chicago,  the body of missing 5-year-oldâ€_ https://t.co/4E5osMRBfT",0,
"General 2 Day CPD CourseThis course is designed for practitioners who wish to refresh their knowledge and skillsâ€_ https://t.co/bmt8fQBZfY",0,
RT @TConveyancer: Latest News: Free CPD Webinar â€“ What Happens When An Environmental Report Doesnâ€™t Pass First Time? https://t.co/jmSZSPo7OL,0,
HOLROYD MY SON GET IN,0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
"Uchumi CPD ProgramYou Can Now Meet Budget TargetsPay Ksh 75 Tax Inclusive for 5 Day SeminarsMombasa | Kisumuâ€_ https://t.co/closbzsxT3",0,
RT @NaderDIssa: Chicago police say they arrested 30 people tonight as general mayhem popped off in several areas downtown. More arrests areâ€_,1,
RT @First2HelpYou: Are you a #Pharmacist who sometimes works alone? Find out the risks and best practice here via @ChemistDruggist for induâ€_,0,
Get savvy about legionella and check out our #legionella #training range here: https://t.co/7ILEUjBNUK  â€_ #cpdâ€_ https://t.co/6bWzNx0ORw,0,
RT @NHS_HealthEdEng: Community and health+justice pharmacists: refresh your clinical and therapeutic skills with NHS-funded postgraduate moâ€_,0,
"#OTalk Question 9... these are all very similar.... a) Do you need to block out names and addresses on certificatâ€_ https://t.co/pOML6ZEYl5",0,
@sturge_p Wanted to sincerely thank you for the valuable knowledge and insight that you imparted during a recent CPâ€_ https://t.co/1K1cZOaxLj,0,
"RT @WindyCityWxMan: #ChicagoScanner #CPD unit hearing possible shots fired vicinity Adams and Keeler",1,
@OnlyfortheKellz @Loyalteee1 @RKlast @DestinDiarra @OffMuteRKelly @Kellzgal @LegisEmpress @TheMrMilan @lifetimetvâ€_ https://t.co/sd0QIyf06E,0,
"RT @ChicagoCAPS22: Join us on Saturday May 4, 2019 for the 15th Annual Run to Remember! Over 5,000 Chicago Police Officers, their familiesâ€_",1,
"RT @Little_Physio: Please Retweet: Looking to host a sports trauma course on 22/23 June. Just sounding out if we have interest. Â£472 apprâ€_",0,
@joshparr00 Not that shocking tbf as theyâ€™re both very similar _Ÿ_·_Ÿè»â€çâ™‚ï¸è hating Chester should be enough to get me intoâ€_ https://t.co/9GTAprVOwd,0,
"JoJo Smollett, Jussie Smollett's eldest brother, slams the Chicago Police Department and the Osundairo brothers.https://t.co/MQK7WMNo9r",1,
"RT @pzf: BREAKING NEWS: Car 2 Go app has been hacked in Chicago.About 100 Mercedes cars missing. Many being used to commit crimes.Policâ€_",0,
@TheJusticeDept NORTHERN ILL DIST COURT JUDGE ROBERT DOW THREW-OUT LAWSUIT TO PREVENT CASE FROM SETTING PRECEDENCEâ€_ https://t.co/PUib7ye8Qj,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
@dahleeng Hmmn - maybe Chicago shouldnâ€™t have police and courts.,1,
Man arrested after shooting at unoccupied cop car on NW Side: police https://t.co/9oe3GTkV8N,1,
RT @ReadingExplorer: Wrote this article _Ÿ‘‡ as it linked to my Reading Rocketeers book and CPD on Reading Intervention. For more info click tâ€_,0,
@SAKimFoxx  when the HELL is she going to BE FIRED @chicagotribune  @Chicago_Police  @realDonaldTrump   .... WHY ISâ€_ https://t.co/BLZIlHmbCv,0,
Great to see everyone this evening - donâ€™t forget to log your CPD points and look forward to seeing you all again sâ€_ https://t.co/m24Nx3WaEu,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
Approaching your annual #GPappraisal? Gain 1 CPD point when completing our 'Improving the quality of your referral'â€_ https://t.co/60cbpm4Wyt,0,
"RT @Suntimes: Of all the jobs Lori Lightfoot must fill, this one has the greatest potential to make or break her day-to-day performance asâ€_",0,
Plenty of CPD and finding out what our colleagues do at the Nutrition and Dietetics service wide meetingâ€_ https://t.co/YEUk4ZGMWD,0,
"RT @EToddBreland: Next week 4/25 at the @chipublib Woodson Branch! Peopleâ€™s Law Office  attorney and author, Flint Taylor, discusses his neâ€_",0,
"RT @elizabeth_joh: On the Chicago Police Dept Gang Database, from the city's Inspector General: https://t.co/nhaiL4SXjt https://t.co/DdjWZxâ€_",1,
"When Theatre Turns Audiences Into Activists: Tita Anntares writes about two recent productions â€” one depicting aâ€_ https://t.co/Ilqo8XTfAR",0,
#edutwitter - don't miss out on this fantastic #CPD opportunity on 22.5.19 @DowneHouse https://t.co/PEoHH9TfdS  witâ€_ https://t.co/hl1XZShpIo,0,
